Condition,Chroma,ch_name,subject,day,group,theta
AV,hbr,S15_D25 hbr,201,1,trained,-1.801341825135239e-08
AV,hbr,S15_D25 hbr,201,3,trained,-2.530250257871132e-07
V,hbr,S15_D25 hbr,201,1,trained,4.292745365146453e-08
V,hbr,S15_D25 hbr,201,3,trained,-2.4630330813430344e-07
W,hbr,S15_D25 hbr,201,1,trained,8.543338389291433e-09
W,hbr,S15_D25 hbr,201,3,trained,-1.908521510478922e-07
constant,hbr,S15_D25 hbr,201,1,trained,-2.1486422207789027e-09
constant,hbr,S15_D25 hbr,201,3,trained,7.02286849383109e-08
A,hbo,S16_D14 hbo,201,1,trained,-1.1767907342843135e-09
A,hbo,S16_D14 hbo,201,3,trained,7.161500483188732e-08
AV,hbo,S16_D14 hbo,201,1,trained,1.0723341136404695e-07
AV,hbo,S16_D14 hbo,201,3,trained,1.2193070513902963e-07
V,hbo,S16_D14 hbo,201,1,trained,1.034344736037758e-07
V,hbo,S16_D14 hbo,201,3,trained,1.47096044151924e-07
W,hbo,S16_D14 hbo,201,1,trained,1.355531318139804e-07
W,hbo,S16_D14 hbo,201,3,trained,4.129845257791033e-08
constant,hbo,S16_D14 hbo,201,1,trained,-1.834483747809334e-08
constant,hbo,S16_D14 hbo,201,3,trained,-1.568096505962067e-08
A,hbr,S16_D14 hbr,201,1,trained,1.3251490570285213e-07
A,hbr,S16_D14 hbr,201,3,trained,1.001654925649159e-09
AV,hbr,S16_D14 hbr,201,1,trained,2.1979240406686324e-09
AV,hbr,S16_D14 hbr,201,3,trained,-3.002901849831677e-08
V,hbr,S16_D14 hbr,201,1,trained,5.8281454512098706e-08
V,hbr,S16_D14 hbr,201,3,trained,-1.097044721354379e-07
W,hbr,S16_D14 hbr,201,1,trained,5.1744181899498993e-08
W,hbr,S16_D14 hbr,201,3,trained,-5.341212017298608e-08
constant,hbr,S16_D14 hbr,201,1,trained,-1.0224966335646205e-08
constant,hbr,S16_D14 hbr,201,3,trained,7.92969602194038e-09
A,hbo,S16_D25 hbo,201,1,trained,-2.047126874150984e-08
A,hbo,S16_D25 hbo,201,3,trained,-2.6625625145195733e-08
AV,hbo,S16_D25 hbo,201,1,trained,3.008999783790592e-08
AV,hbo,S16_D25 hbo,201,3,trained,3.317453515941819e-08
V,hbo,S16_D25 hbo,201,1,trained,1.5431759411490195e-08
V,hbo,S16_D25 hbo,201,3,trained,3.13297238376167e-08
W,hbo,S16_D25 hbo,201,1,trained,5.68209265477979e-08
W,hbo,S16_D25 hbo,201,3,trained,5.880733389443445e-09
constant,hbo,S16_D25 hbo,201,1,trained,-5.79616159366251e-09
constant,hbo,S16_D25 hbo,201,3,trained,-9.536833684769867e-10
A,hbr,S16_D25 hbr,201,1,trained,-4.993481602164778e-08
A,hbr,S16_D25 hbr,201,3,trained,-6.287797828016536e-08
AV,hbr,S16_D25 hbr,201,1,trained,-5.8858567737372994e-08
AV,hbr,S16_D25 hbr,201,3,trained,-3.5652908852369426e-08
V,hbr,S16_D25 hbr,201,1,trained,-9.515645384890133e-08
V,hbr,S16_D25 hbr,201,3,trained,-8.450244412646498e-08
W,hbr,S16_D25 hbr,201,1,trained,-3.9116858314571705e-08
W,hbr,S16_D25 hbr,201,3,trained,1.3578845492437993e-08
constant,hbr,S16_D25 hbr,201,1,trained,1.2418089991229271e-08
constant,hbr,S16_D25 hbr,201,3,trained,6.345719760331559e-09
A,hbo,S16_D26 hbo,201,1,trained,-1.3868696497553134e-09
A,hbo,S16_D26 hbo,201,3,trained,3.2341715428117554e-08
AV,hbo,S16_D26 hbo,201,1,trained,8.697334640571166e-08
AV,hbo,S16_D26 hbo,201,3,trained,5.005851378268402e-08
V,hbo,S16_D26 hbo,201,1,trained,1.5657774061964467e-07
V,hbo,S16_D26 hbo,201,3,trained,6.771646008248332e-08
W,hbo,S16_D26 hbo,201,1,trained,6.580822279426348e-08
W,hbo,S16_D26 hbo,201,3,trained,3.900508538020331e-08
constant,hbo,S16_D26 hbo,201,1,trained,-1.339668888941289e-08
constant,hbo,S16_D26 hbo,201,3,trained,-8.41526379229888e-09
A,hbr,S16_D26 hbr,201,1,trained,1.147252306061335e-08
A,hbr,S16_D26 hbr,201,3,trained,-3.894698161884606e-08
AV,hbr,S16_D26 hbr,201,1,trained,-8.009788709209256e-09
AV,hbr,S16_D26 hbr,201,3,trained,-5.9261454330896554e-08
V,hbr,S16_D26 hbr,201,1,trained,2.637999310869976e-09
V,hbr,S16_D26 hbr,201,3,trained,-3.806278532405542e-08
W,hbr,S16_D26 hbr,201,1,trained,-3.0022412499576196e-08
W,hbr,S16_D26 hbr,201,3,trained,-4.5878176157773385e-08
constant,hbr,S16_D26 hbr,201,1,trained,3.654968791582849e-09
constant,hbr,S16_D26 hbr,201,3,trained,1.2224927587260008e-08
A,hbo,S16_D27 hbo,201,1,trained,-2.4398630791839023e-08
A,hbo,S16_D27 hbo,201,3,trained,7.925450006880159e-08
AV,hbo,S16_D27 hbo,201,1,trained,1.2689299779462338e-07
AV,hbo,S16_D27 hbo,201,3,trained,-1.3981275824883801e-08
V,hbo,S16_D27 hbo,201,1,trained,1.578627132115955e-07
V,hbo,S16_D27 hbo,201,3,trained,1.882722153960966e-07
W,hbo,S16_D27 hbo,201,1,trained,1.441823094215076e-07
W,hbo,S16_D27 hbo,201,3,trained,1.7832648124511143e-07
constant,hbo,S16_D27 hbo,201,1,trained,-2.1063038931659063e-08
constant,hbo,S16_D27 hbo,201,3,trained,-3.625149843849691e-08
A,hbr,S16_D27 hbr,201,1,trained,3.302591641268694e-08
A,hbr,S16_D27 hbr,201,3,trained,7.030214472096e-08
AV,hbr,S16_D27 hbr,201,1,trained,-2.4423880835473967e-08
AV,hbr,S16_D27 hbr,201,3,trained,-3.2826460246726046e-08
V,hbr,S16_D27 hbr,201,1,trained,1.860666923531929e-08
V,hbr,S16_D27 hbr,201,3,trained,1.1148534142787434e-08
W,hbr,S16_D27 hbr,201,1,trained,-2.958178572142141e-08
W,hbr,S16_D27 hbr,201,3,trained,-9.011827718688407e-08
constant,hbr,S16_D27 hbr,201,1,trained,3.4785438248081543e-09
constant,hbr,S16_D27 hbr,201,3,trained,7.004682564896919e-09
A,hbo,S17_D13 hbo,201,1,trained,-1.7019092535796998e-07
A,hbo,S17_D13 hbo,201,3,trained,3.1016119645196735e-08
AV,hbo,S17_D13 hbo,201,1,trained,-7.002536206231584e-08
AV,hbo,S17_D13 hbo,201,3,trained,6.174493794649494e-08
V,hbo,S17_D13 hbo,201,1,trained,1.3426889859995462e-08
V,hbo,S17_D13 hbo,201,3,trained,4.3793132404341345e-08
W,hbo,S17_D13 hbo,201,1,trained,6.574229792528614e-08
W,hbo,S17_D13 hbo,201,3,trained,5.465808270893275e-09
constant,hbo,S17_D13 hbo,201,1,trained,1.7494482291226166e-08
constant,hbo,S17_D13 hbo,201,3,trained,-2.7172964308400273e-09
A,hbr,S17_D13 hbr,201,1,trained,3.744343469047589e-08
A,hbr,S17_D13 hbr,201,3,trained,2.8498694077328223e-08
AV,hbr,S17_D13 hbr,201,1,trained,8.856804346307169e-09
AV,hbr,S17_D13 hbr,201,3,trained,2.9417408568496402e-08
V,hbr,S17_D13 hbr,201,1,trained,5.29292021513033e-08
V,hbr,S17_D13 hbr,201,3,trained,1.6395974776742727e-08
W,hbr,S17_D13 hbr,201,1,trained,1.3968759694268564e-09
W,hbr,S17_D13 hbr,201,3,trained,-3.601898107432951e-08
constant,hbr,S17_D13 hbr,201,1,trained,-2.6761637006126624e-09
constant,hbr,S17_D13 hbr,201,3,trained,-6.307242483329819e-10
A,hbo,S17_D14 hbo,201,1,trained,1.854673351986224e-08
A,hbo,S17_D14 hbo,201,3,trained,-6.568404667410793e-08
AV,hbo,S17_D14 hbo,201,1,trained,2.3744833688794366e-08
AV,hbo,S17_D14 hbo,201,3,trained,-5.8215191934568e-08
V,hbo,S17_D14 hbo,201,1,trained,9.323705642540903e-08
V,hbo,S17_D14 hbo,201,3,trained,-5.84652746527326e-09
W,hbo,S17_D14 hbo,201,1,trained,6.317595654617249e-08
W,hbo,S17_D14 hbo,201,3,trained,-2.3915765343484653e-08
constant,hbo,S17_D14 hbo,201,1,trained,-1.3480614962538677e-08
constant,hbo,S17_D14 hbo,201,3,trained,8.268291157651122e-09
A,hbr,S17_D14 hbr,201,1,trained,-2.1915358770075744e-09
A,hbr,S17_D14 hbr,201,3,trained,-4.99168086394394e-09
AV,hbr,S17_D14 hbr,201,1,trained,-2.0793945822872057e-08
AV,hbr,S17_D14 hbr,201,3,trained,3.275041974897817e-09
V,hbr,S17_D14 hbr,201,1,trained,5.412602118208826e-08
V,hbr,S17_D14 hbr,201,3,trained,-1.6871031204788177e-08
W,hbr,S17_D14 hbr,201,1,trained,-6.295265733323624e-09
W,hbr,S17_D14 hbr,201,3,trained,-1.2683839223025642e-08
constant,hbr,S17_D14 hbr,201,1,trained,5.3191568922881454e-09
constant,hbr,S17_D14 hbr,201,3,trained,1.7101463810308126e-09
A,hbo,S17_D27 hbo,201,1,trained,-1.6526668852673067e-07
A,hbo,S17_D27 hbo,201,3,trained,-1.50080993740597e-08
AV,hbo,S17_D27 hbo,201,1,trained,-4.5298527083940196e-08
AV,hbo,S17_D27 hbo,201,3,trained,1.1113508981870568e-07
V,hbo,S17_D27 hbo,201,1,trained,2.2171661632034997e-08
V,hbo,S17_D27 hbo,201,3,trained,-1.4767366353130405e-08
W,hbo,S17_D27 hbo,201,1,trained,3.2247087187824344e-08
W,hbo,S17_D27 hbo,201,3,trained,-2.412758350895973e-08
constant,hbo,S17_D27 hbo,201,1,trained,1.5301904827382447e-08
constant,hbo,S17_D27 hbo,201,3,trained,-1.6697642962348995e-08
A,hbr,S17_D27 hbr,201,1,trained,2.4422613482463934e-08
A,hbr,S17_D27 hbr,201,3,trained,-1.5141070272360874e-07
AV,hbr,S17_D27 hbr,201,1,trained,2.5989190208686458e-08
AV,hbr,S17_D27 hbr,201,3,trained,-1.4820180714093938e-08
V,hbr,S17_D27 hbr,201,1,trained,1.1976352839424079e-07
V,hbr,S17_D27 hbr,201,3,trained,3.911946284327658e-08
W,hbr,S17_D27 hbr,201,1,trained,-1.1531482093426769e-08
W,hbr,S17_D27 hbr,201,3,trained,-1.8984928673132515e-09
constant,hbr,S17_D27 hbr,201,1,trained,-5.934227415133679e-09
constant,hbr,S17_D27 hbr,201,3,trained,2.0264216467092446e-08
A,hbo,S18_D26 hbo,201,1,trained,5.3394872752228435e-08
A,hbo,S18_D26 hbo,201,3,trained,2.788616745579899e-08
AV,hbo,S18_D26 hbo,201,1,trained,-1.3678511221916999e-07
AV,hbo,S18_D26 hbo,201,3,trained,2.0572356086236558e-07
V,hbo,S18_D26 hbo,201,1,trained,1.1821603446298789e-07
V,hbo,S18_D26 hbo,201,3,trained,8.066511504546798e-08
W,hbo,S18_D26 hbo,201,1,trained,2.505084382492377e-07
W,hbo,S18_D26 hbo,201,3,trained,-2.0950102444908296e-08
constant,hbo,S18_D26 hbo,201,1,trained,-2.62557874238252e-08
constant,hbo,S18_D26 hbo,201,3,trained,-6.891661572781719e-09
A,hbr,S18_D26 hbr,201,1,trained,2.6770656335581565e-07
A,hbr,S18_D26 hbr,201,3,trained,-3.9674296444451214e-08
AV,hbr,S18_D26 hbr,201,1,trained,2.8719387441274194e-07
AV,hbr,S18_D26 hbr,201,3,trained,-1.7997273617921967e-07
V,hbr,S18_D26 hbr,201,1,trained,-2.1880627537866174e-07
V,hbr,S18_D26 hbr,201,3,trained,1.8232565878911386e-07
W,hbr,S18_D26 hbr,201,1,trained,-3.3307544007583564e-07
W,hbr,S18_D26 hbr,201,3,trained,-5.331991554576226e-08
constant,hbr,S18_D26 hbr,201,1,trained,1.3836206468557757e-08
constant,hbr,S18_D26 hbr,201,3,trained,-3.1424418704347393e-09
A,hbo,S18_D27 hbo,201,1,trained,-4.945548343911137e-07
A,hbo,S18_D27 hbo,201,3,trained,2.8387424275757403e-09
AV,hbo,S18_D27 hbo,201,1,trained,-1.188336445989913e-07
AV,hbo,S18_D27 hbo,201,3,trained,7.37335864997298e-11
V,hbo,S18_D27 hbo,201,1,trained,1.6190118386086814e-07
V,hbo,S18_D27 hbo,201,3,trained,5.8888549242719e-08
W,hbo,S18_D27 hbo,201,1,trained,1.8563492149792592e-08
W,hbo,S18_D27 hbo,201,3,trained,2.665584865691047e-08
constant,hbo,S18_D27 hbo,201,1,trained,1.8536467219675905e-08
constant,hbo,S18_D27 hbo,201,3,trained,-8.429840277562213e-09
A,hbr,S18_D27 hbr,201,1,trained,2.547111130681735e-07
A,hbr,S18_D27 hbr,201,3,trained,2.4147034567362694e-08
AV,hbr,S18_D27 hbr,201,1,trained,-1.2535120540988958e-08
AV,hbr,S18_D27 hbr,201,3,trained,1.20727039295924e-08
V,hbr,S18_D27 hbr,201,1,trained,-2.3424416766965674e-07
V,hbr,S18_D27 hbr,201,3,trained,2.0451277758140904e-08
W,hbr,S18_D27 hbr,201,1,trained,-8.354136305040776e-08
W,hbr,S18_D27 hbr,201,3,trained,1.594494659490247e-09
constant,hbr,S18_D27 hbr,201,1,trained,4.138912358352858e-08
constant,hbr,S18_D27 hbr,201,3,trained,-1.826792291791803e-09
A,hbo,S19_D4 hbo,201,1,trained,-6.31909451109326e-08
A,hbo,S19_D4 hbo,201,3,trained,-1.6640935171949974e-07
AV,hbo,S19_D4 hbo,201,1,trained,-1.5267543678199953e-07
AV,hbo,S19_D4 hbo,201,3,trained,3.9661673127844065e-08
V,hbo,S19_D4 hbo,201,1,trained,-5.052619403079236e-09
V,hbo,S19_D4 hbo,201,3,trained,1.2110969281692328e-07
W,hbo,S19_D4 hbo,201,1,trained,1.4623496619610518e-08
W,hbo,S19_D4 hbo,201,3,trained,2.0477783556387845e-08
constant,hbo,S19_D4 hbo,201,1,trained,2.0326829622456825e-09
constant,hbo,S19_D4 hbo,201,3,trained,-4.1033740020981425e-09
A,hbr,S19_D4 hbr,201,1,trained,-1.1305160217847009e-07
A,hbr,S19_D4 hbr,201,3,trained,-1.322223696909766e-07
AV,hbr,S19_D4 hbr,201,1,trained,-1.1181340118121636e-07
AV,hbr,S19_D4 hbr,201,3,trained,1.6012361738317702e-08
V,hbr,S19_D4 hbr,201,1,trained,-1.687125469302119e-07
V,hbr,S19_D4 hbr,201,3,trained,-3.5801545784410725e-08
W,hbr,S19_D4 hbr,201,1,trained,-7.559517057380965e-08
W,hbr,S19_D4 hbr,201,3,trained,-1.5801019885308378e-07
constant,hbr,S19_D4 hbr,201,1,trained,2.791059145469734e-08
constant,hbr,S19_D4 hbr,201,3,trained,1.6343033189002727e-08
A,hbo,S19_D6 hbo,201,1,trained,-2.6890772685466448e-08
A,hbo,S19_D6 hbo,201,3,trained,-4.1637573874894566e-08
AV,hbo,S19_D6 hbo,201,1,trained,-8.131374256916176e-08
AV,hbo,S19_D6 hbo,201,3,trained,-1.0478922764902374e-08
V,hbo,S19_D6 hbo,201,1,trained,3.1846107556823906e-08
V,hbo,S19_D6 hbo,201,3,trained,-1.304724364261697e-09
W,hbo,S19_D6 hbo,201,1,trained,6.294489005642376e-08
W,hbo,S19_D6 hbo,201,3,trained,7.371217759182637e-08
constant,hbo,S19_D6 hbo,201,1,trained,-4.675314566254088e-09
constant,hbo,S19_D6 hbo,201,3,trained,6.976669423931548e-10
A,hbr,S19_D6 hbr,201,1,trained,-8.631590243674352e-08
A,hbr,S19_D6 hbr,201,3,trained,-1.390672441659313e-07
AV,hbr,S19_D6 hbr,201,1,trained,-3.509907571221014e-08
AV,hbr,S19_D6 hbr,201,3,trained,-1.8788770290028723e-08
V,hbr,S19_D6 hbr,201,1,trained,-1.4205347307214438e-08
V,hbr,S19_D6 hbr,201,3,trained,-7.979418969299522e-09
W,hbr,S19_D6 hbr,201,1,trained,-5.647606139122233e-08
W,hbr,S19_D6 hbr,201,3,trained,-1.2634102327770784e-07
constant,hbr,S19_D6 hbr,201,1,trained,1.0880728324631443e-08
constant,hbr,S19_D6 hbr,201,3,trained,1.6965648496759758e-08
A,hbo,S19_D8 hbo,201,1,trained,2.453153991764555e-08
A,hbo,S19_D8 hbo,201,3,trained,-8.539432159403137e-08
AV,hbo,S19_D8 hbo,201,1,trained,-1.2697257680336533e-07
AV,hbo,S19_D8 hbo,201,3,trained,-2.6088497680843523e-08
V,hbo,S19_D8 hbo,201,1,trained,-8.5656545048503e-08
V,hbo,S19_D8 hbo,201,3,trained,-2.342077248623238e-08
W,hbo,S19_D8 hbo,201,1,trained,7.468241102078521e-08
W,hbo,S19_D8 hbo,201,3,trained,1.4479086919504737e-09
constant,hbo,S19_D8 hbo,201,1,trained,-3.526413468278214e-09
constant,hbo,S19_D8 hbo,201,3,trained,4.929473717480016e-09
A,hbr,S19_D8 hbr,201,1,trained,-8.464549971141185e-08
A,hbr,S19_D8 hbr,201,3,trained,-1.1270396077043347e-07
AV,hbr,S19_D8 hbr,201,1,trained,-6.764401766573849e-08
AV,hbr,S19_D8 hbr,201,3,trained,-6.329624261406664e-08
V,hbr,S19_D8 hbr,201,1,trained,-8.78103654038465e-09
V,hbr,S19_D8 hbr,201,3,trained,3.322657837840743e-09
W,hbr,S19_D8 hbr,201,1,trained,-3.70253472138073e-08
W,hbr,S19_D8 hbr,201,3,trained,-1.3295544065822064e-07
constant,hbr,S19_D8 hbr,201,1,trained,1.1180816830264529e-08
constant,hbr,S19_D8 hbr,201,3,trained,1.5669051434147107e-08
A,hbo,S1_D2 hbo,201,1,trained,-1.0079958109281426e-07
A,hbo,S1_D2 hbo,201,3,trained,-9.871703444114487e-08
AV,hbo,S1_D2 hbo,201,1,trained,-8.32519085114206e-08
AV,hbo,S1_D2 hbo,201,3,trained,-1.1506519429197616e-07
V,hbo,S1_D2 hbo,201,1,trained,-9.922932336988543e-08
V,hbo,S1_D2 hbo,201,3,trained,-1.304115111801615e-07
W,hbo,S1_D2 hbo,201,1,trained,-4.98417017449997e-08
W,hbo,S1_D2 hbo,201,3,trained,-9.837820234150207e-08
constant,hbo,S1_D2 hbo,201,1,trained,1.933114421840953e-08
constant,hbo,S1_D2 hbo,201,3,trained,3.330268632038273e-08
A,hbr,S1_D2 hbr,201,1,trained,-6.357355963755658e-08
A,hbr,S1_D2 hbr,201,3,trained,-1.2192992305556954e-07
AV,hbr,S1_D2 hbr,201,1,trained,9.039669664838814e-09
AV,hbr,S1_D2 hbr,201,3,trained,2.6381252875753953e-09
V,hbr,S1_D2 hbr,201,1,trained,1.0396184066764232e-07
V,hbr,S1_D2 hbr,201,3,trained,5.902676207796581e-08
W,hbr,S1_D2 hbr,201,1,trained,3.5365632555855315e-10
W,hbr,S1_D2 hbr,201,3,trained,-5.7019925377014824e-08
constant,hbr,S1_D2 hbr,201,1,trained,-4.485265535854921e-09
constant,hbr,S1_D2 hbr,201,3,trained,4.054230691579208e-09
A,hbo,S1_D4 hbo,201,1,trained,-3.5193559168284075e-07
A,hbo,S1_D4 hbo,201,3,trained,-2.3348429486024085e-07
AV,hbo,S1_D4 hbo,201,1,trained,-3.393259261323074e-07
AV,hbo,S1_D4 hbo,201,3,trained,-5.071776765824988e-08
V,hbo,S1_D4 hbo,201,1,trained,-3.1090299291446853e-07
V,hbo,S1_D4 hbo,201,3,trained,-2.669485809775883e-07
W,hbo,S1_D4 hbo,201,1,trained,-3.0530944495102474e-07
W,hbo,S1_D4 hbo,201,3,trained,-3.2138129887093784e-07
constant,hbo,S1_D4 hbo,201,1,trained,8.038156740250647e-08
constant,hbo,S1_D4 hbo,201,3,trained,5.950990177337484e-08
A,hbr,S1_D4 hbr,201,1,trained,-1.650656876256043e-07
A,hbr,S1_D4 hbr,201,3,trained,-2.956017545177613e-07
AV,hbr,S1_D4 hbr,201,1,trained,-1.5170418482727475e-08
AV,hbr,S1_D4 hbr,201,3,trained,-8.992646207823357e-08
V,hbr,S1_D4 hbr,201,1,trained,1.234970361142982e-07
V,hbr,S1_D4 hbr,201,3,trained,1.2033810953477311e-07
W,hbr,S1_D4 hbr,201,1,trained,-6.485775149541445e-08
W,hbr,S1_D4 hbr,201,3,trained,-1.0160930956401644e-07
constant,hbr,S1_D4 hbr,201,1,trained,2.2894799320160713e-09
constant,hbr,S1_D4 hbr,201,3,trained,2.035543549182382e-08
A,hbo,S20_D3 hbo,201,1,trained,-2.2780258876119323e-08
A,hbo,S20_D3 hbo,201,3,trained,4.042560257218869e-08
AV,hbo,S20_D3 hbo,201,1,trained,3.940347864371019e-08
AV,hbo,S20_D3 hbo,201,3,trained,1.1359436706808013e-07
V,hbo,S20_D3 hbo,201,1,trained,7.258664272860509e-08
V,hbo,S20_D3 hbo,201,3,trained,6.55865117293203e-08
W,hbo,S20_D3 hbo,201,1,trained,4.660217302813579e-08
W,hbo,S20_D3 hbo,201,3,trained,8.158063814450085e-08
constant,hbo,S20_D3 hbo,201,1,trained,-7.843710069999977e-09
constant,hbo,S20_D3 hbo,201,3,trained,-1.8341432962556268e-08
A,hbr,S20_D3 hbr,201,1,trained,5.8319442301528254e-08
A,hbr,S20_D3 hbr,201,3,trained,2.1358063601460873e-08
AV,hbr,S20_D3 hbr,201,1,trained,-5.641124655187958e-08
AV,hbr,S20_D3 hbr,201,3,trained,-4.171648175608809e-08
V,hbr,S20_D3 hbr,201,1,trained,-6.860630930161937e-08
V,hbr,S20_D3 hbr,201,3,trained,-3.5494658936942376e-08
W,hbr,S20_D3 hbr,201,1,trained,2.2989419239067306e-08
W,hbr,S20_D3 hbr,201,3,trained,-1.7534109030395908e-08
constant,hbr,S20_D3 hbr,201,1,trained,2.3890325031892465e-09
constant,hbr,S20_D3 hbr,201,3,trained,-4.4226888922797945e-09
A,hbo,S20_D5 hbo,201,1,trained,-1.4409893179782855e-07
A,hbo,S20_D5 hbo,201,3,trained,-7.889034685269655e-08
AV,hbo,S20_D5 hbo,201,1,trained,-6.55908959816792e-08
AV,hbo,S20_D5 hbo,201,3,trained,9.462323816942413e-08
V,hbo,S20_D5 hbo,201,1,trained,6.255218707485698e-08
V,hbo,S20_D5 hbo,201,3,trained,8.254860048893043e-08
W,hbo,S20_D5 hbo,201,1,trained,1.5316923355979866e-07
W,hbo,S20_D5 hbo,201,3,trained,6.448196808628682e-08
constant,hbo,S20_D5 hbo,201,1,trained,-3.4500754917037093e-09
constant,hbo,S20_D5 hbo,201,3,trained,-2.6413804292481196e-09
A,hbr,S20_D5 hbr,201,1,trained,1.2534314043450762e-07
A,hbr,S20_D5 hbr,201,3,trained,-5.6614398276281085e-08
AV,hbr,S20_D5 hbr,201,1,trained,-3.445506322359844e-08
AV,hbr,S20_D5 hbr,201,3,trained,-1.8700101472764036e-08
V,hbr,S20_D5 hbr,201,1,trained,-2.103604330094987e-08
V,hbr,S20_D5 hbr,201,3,trained,-5.13381247399076e-08
W,hbr,S20_D5 hbr,201,1,trained,-5.9241122130404865e-08
W,hbr,S20_D5 hbr,201,3,trained,-6.31187241001037e-08
constant,hbr,S20_D5 hbr,201,1,trained,3.2599638833439094e-09
constant,hbr,S20_D5 hbr,201,3,trained,1.348419968327195e-08
A,hbo,S20_D6 hbo,201,1,trained,-1.62608768948693e-08
A,hbo,S20_D6 hbo,201,3,trained,2.167562661660131e-08
AV,hbo,S20_D6 hbo,201,1,trained,6.098538879767229e-09
AV,hbo,S20_D6 hbo,201,3,trained,8.074217549286831e-08
V,hbo,S20_D6 hbo,201,1,trained,8.229253417317248e-08
V,hbo,S20_D6 hbo,201,3,trained,1.6050437331399267e-07
W,hbo,S20_D6 hbo,201,1,trained,9.73246448096733e-08
W,hbo,S20_D6 hbo,201,3,trained,1.0266980774628385e-07
constant,hbo,S20_D6 hbo,201,1,trained,-1.1711698888086995e-08
constant,hbo,S20_D6 hbo,201,3,trained,-2.09492645957238e-08
A,hbr,S20_D6 hbr,201,1,trained,8.482417216998338e-09
A,hbr,S20_D6 hbr,201,3,trained,-3.3040747973451854e-08
AV,hbr,S20_D6 hbr,201,1,trained,-8.683753664997185e-08
AV,hbr,S20_D6 hbr,201,3,trained,-4.613220591779656e-08
V,hbr,S20_D6 hbr,201,1,trained,-4.3262484788940486e-08
V,hbr,S20_D6 hbr,201,3,trained,-8.677403086514692e-08
W,hbr,S20_D6 hbr,201,1,trained,-2.6748025236648922e-08
W,hbr,S20_D6 hbr,201,3,trained,-3.588362180952343e-08
constant,hbr,S20_D6 hbr,201,1,trained,7.85815689132729e-09
constant,hbr,S20_D6 hbr,201,3,trained,1.1713191038192608e-08
A,hbo,S20_D7 hbo,201,1,trained,-6.576119217274175e-08
A,hbo,S20_D7 hbo,201,3,trained,1.1017522363634677e-07
AV,hbo,S20_D7 hbo,201,1,trained,-5.4775546721017455e-08
AV,hbo,S20_D7 hbo,201,3,trained,1.4733129087216794e-07
V,hbo,S20_D7 hbo,201,1,trained,2.1137434333266205e-07
V,hbo,S20_D7 hbo,201,3,trained,1.974071247300757e-07
W,hbo,S20_D7 hbo,201,1,trained,1.4718389144050526e-07
W,hbo,S20_D7 hbo,201,3,trained,1.455079329090479e-07
constant,hbo,S20_D7 hbo,201,1,trained,-1.4999343202429063e-08
constant,hbo,S20_D7 hbo,201,3,trained,-3.372428048113827e-08
A,hbr,S20_D7 hbr,201,1,trained,3.720125340396598e-08
A,hbr,S20_D7 hbr,201,3,trained,-1.8622202743973778e-08
AV,hbr,S20_D7 hbr,201,1,trained,-2.5469600824226394e-08
AV,hbr,S20_D7 hbr,201,3,trained,-4.8314732541650465e-08
V,hbr,S20_D7 hbr,201,1,trained,-9.031829903599078e-08
V,hbr,S20_D7 hbr,201,3,trained,-1.4535666010891198e-07
W,hbr,S20_D7 hbr,201,1,trained,-5.0654394421815405e-08
W,hbr,S20_D7 hbr,201,3,trained,-7.664778481528586e-08
constant,hbr,S20_D7 hbr,201,1,trained,8.400421232184702e-09
constant,hbr,S20_D7 hbr,201,3,trained,1.6857748141807712e-08
A,hbo,S21_D10 hbo,201,1,trained,-1.6647440967511706e-07
A,hbo,S21_D10 hbo,201,3,trained,-2.4939909249436503e-08
AV,hbo,S21_D10 hbo,201,1,trained,-9.642786949411349e-08
AV,hbo,S21_D10 hbo,201,3,trained,-1.4719263847862883e-08
V,hbo,S21_D10 hbo,201,1,trained,-4.130232070420561e-08
V,hbo,S21_D10 hbo,201,3,trained,-3.453045267747681e-09
W,hbo,S21_D10 hbo,201,1,trained,-1.45225295041127e-08
W,hbo,S21_D10 hbo,201,3,trained,1.4083317377260646e-08
constant,hbo,S21_D10 hbo,201,1,trained,1.737270316097622e-08
constant,hbo,S21_D10 hbo,201,3,trained,3.3483222392472523e-09
A,hbr,S21_D10 hbr,201,1,trained,3.558242558027723e-08
A,hbr,S21_D10 hbr,201,3,trained,7.98005263398579e-09
AV,hbr,S21_D10 hbr,201,1,trained,2.6451599131748357e-08
AV,hbr,S21_D10 hbr,201,3,trained,1.7859221270903625e-08
V,hbr,S21_D10 hbr,201,1,trained,2.5836009244945632e-09
V,hbr,S21_D10 hbr,201,3,trained,7.555173649118194e-09
W,hbr,S21_D10 hbr,201,1,trained,-1.4680949620112216e-08
W,hbr,S21_D10 hbr,201,3,trained,7.385812921753979e-09
constant,hbr,S21_D10 hbr,201,1,trained,-3.573732969102298e-09
constant,hbr,S21_D10 hbr,201,3,trained,-2.667621573070847e-09
A,hbo,S21_D6 hbo,201,1,trained,-1.1239719642135569e-07
A,hbo,S21_D6 hbo,201,3,trained,-1.4146414830208682e-08
AV,hbo,S21_D6 hbo,201,1,trained,-6.380244823966819e-08
AV,hbo,S21_D6 hbo,201,3,trained,8.850385855796569e-09
V,hbo,S21_D6 hbo,201,1,trained,9.695922664189807e-08
V,hbo,S21_D6 hbo,201,3,trained,2.4682863261860123e-08
