Condition,Chroma,ch_name,subject,day,group,theta
V,hbo,S13_D23 hbo,212,3,trained,-6.635317196723073e-08
W,hbo,S13_D23 hbo,212,1,trained,-3.032259500594509e-08
W,hbo,S13_D23 hbo,212,3,trained,-6.288432474525616e-08
constant,hbo,S13_D23 hbo,212,1,trained,1.5252167807698498e-08
constant,hbo,S13_D23 hbo,212,3,trained,1.0272874672231559e-08
A,hbr,S13_D23 hbr,212,1,trained,4.82961806031425e-09
A,hbr,S13_D23 hbr,212,3,trained,-1.443755011641619e-08
AV,hbr,S13_D23 hbr,212,1,trained,-4.527904599410436e-09
AV,hbr,S13_D23 hbr,212,3,trained,-2.570109860103133e-10
V,hbr,S13_D23 hbr,212,1,trained,1.5145923874695717e-08
V,hbr,S13_D23 hbr,212,3,trained,-1.2704719713042901e-08
W,hbr,S13_D23 hbr,212,1,trained,6.858985790961594e-09
W,hbr,S13_D23 hbr,212,3,trained,-1.1351503323199875e-08
constant,hbr,S13_D23 hbr,212,1,trained,-1.6485766770506433e-09
constant,hbr,S13_D23 hbr,212,3,trained,2.633734754863097e-09
A,hbo,S13_D24 hbo,212,1,trained,-1.7519848583656906e-07
A,hbo,S13_D24 hbo,212,3,trained,-2.1239497958926726e-08
AV,hbo,S13_D24 hbo,212,1,trained,8.427207603703986e-10
AV,hbo,S13_D24 hbo,212,3,trained,-5.32505146485944e-08
V,hbo,S13_D24 hbo,212,1,trained,4.896833632476749e-08
V,hbo,S13_D24 hbo,212,3,trained,-4.2558673972137764e-08
W,hbo,S13_D24 hbo,212,1,trained,-2.260352901178995e-08
W,hbo,S13_D24 hbo,212,3,trained,-9.615335059961959e-08
constant,hbo,S13_D24 hbo,212,1,trained,7.89697132964354e-09
constant,hbo,S13_D24 hbo,212,3,trained,9.2120300618864e-09
A,hbr,S13_D24 hbr,212,1,trained,5.698260668798969e-09
A,hbr,S13_D24 hbr,212,3,trained,2.777925012701384e-10
AV,hbr,S13_D24 hbr,212,1,trained,-1.8331055923643297e-08
AV,hbr,S13_D24 hbr,212,3,trained,6.859927393444881e-09
V,hbr,S13_D24 hbr,212,1,trained,5.57869490936337e-09
V,hbr,S13_D24 hbr,212,3,trained,-4.4327572557141375e-09
W,hbr,S13_D24 hbr,212,1,trained,1.730076724234418e-08
W,hbr,S13_D24 hbr,212,3,trained,-1.6988841363630413e-08
constant,hbr,S13_D24 hbr,212,1,trained,-1.2185051527070113e-09
constant,hbr,S13_D24 hbr,212,3,trained,3.830098203703174e-09
A,hbo,S13_D25 hbo,212,1,trained,-1.3958591897571468e-07
A,hbo,S13_D25 hbo,212,3,trained,5.925475400613665e-08
AV,hbo,S13_D25 hbo,212,1,trained,-1.2406179403472133e-09
AV,hbo,S13_D25 hbo,212,3,trained,-3.761063768646915e-09
V,hbo,S13_D25 hbo,212,1,trained,6.792002658823876e-08
V,hbo,S13_D25 hbo,212,3,trained,2.0329232781047404e-08
W,hbo,S13_D25 hbo,212,1,trained,-4.545438377435546e-08
W,hbo,S13_D25 hbo,212,3,trained,-6.570281711400996e-08
constant,hbo,S13_D25 hbo,212,1,trained,7.822512479037837e-09
constant,hbo,S13_D25 hbo,212,3,trained,-4.36085915451824e-09
A,hbr,S13_D25 hbr,212,1,trained,1.4472293211712966e-08
A,hbr,S13_D25 hbr,212,3,trained,-3.309505459731307e-08
AV,hbr,S13_D25 hbr,212,1,trained,-2.1128410739017914e-08
AV,hbr,S13_D25 hbr,212,3,trained,-9.277937704840754e-09
V,hbr,S13_D25 hbr,212,1,trained,1.1098261755404518e-08
V,hbr,S13_D25 hbr,212,3,trained,-3.6034472469696976e-08
W,hbr,S13_D25 hbr,212,1,trained,2.653776093609157e-08
W,hbr,S13_D25 hbr,212,3,trained,4.789393417446922e-09
constant,hbr,S13_D25 hbr,212,1,trained,-3.904498488317333e-09
constant,hbr,S13_D25 hbr,212,3,trained,6.0733930528927494e-09
A,hbo,S14_D22 hbo,212,1,trained,-1.1810419419115437e-07
A,hbo,S14_D22 hbo,212,3,trained,-5.1786714030205665e-09
AV,hbo,S14_D22 hbo,212,1,trained,1.7085630914657913e-08
AV,hbo,S14_D22 hbo,212,3,trained,-6.659351857390853e-09
V,hbo,S14_D22 hbo,212,1,trained,4.722650660396938e-08
V,hbo,S14_D22 hbo,212,3,trained,-7.444092976763858e-09
W,hbo,S14_D22 hbo,212,1,trained,-9.869208912130156e-09
W,hbo,S14_D22 hbo,212,3,trained,-5.5886954826764026e-08
constant,hbo,S14_D22 hbo,212,1,trained,6.083522891821659e-09
constant,hbo,S14_D22 hbo,212,3,trained,-5.537971426838182e-09
A,hbr,S14_D22 hbr,212,1,trained,-6.2334589064680835e-09
A,hbr,S14_D22 hbr,212,3,trained,-1.2280982966563044e-08
AV,hbr,S14_D22 hbr,212,1,trained,-5.3827288539646625e-08
AV,hbr,S14_D22 hbr,212,3,trained,-4.376450244394021e-08
V,hbr,S14_D22 hbr,212,1,trained,-3.132427786679381e-08
V,hbr,S14_D22 hbr,212,3,trained,-3.009754914008505e-08
W,hbr,S14_D22 hbr,212,1,trained,-4.462824188975147e-09
W,hbr,S14_D22 hbr,212,3,trained,-8.405139349118332e-09
constant,hbr,S14_D22 hbr,212,1,trained,5.651286520338281e-09
constant,hbr,S14_D22 hbr,212,3,trained,2.9539409688444463e-09
A,hbo,S14_D24 hbo,212,1,trained,-1.3567250707978324e-07
A,hbo,S14_D24 hbo,212,3,trained,5.9558198443103475e-08
AV,hbo,S14_D24 hbo,212,1,trained,5.0678474771636584e-08
AV,hbo,S14_D24 hbo,212,3,trained,1.7884017990011952e-08
V,hbo,S14_D24 hbo,212,1,trained,8.766554835469795e-08
V,hbo,S14_D24 hbo,212,3,trained,4.698221962208743e-08
W,hbo,S14_D24 hbo,212,1,trained,-1.7353353597835106e-09
W,hbo,S14_D24 hbo,212,3,trained,-2.4999268278113574e-08
constant,hbo,S14_D24 hbo,212,1,trained,2.861103817019417e-09
constant,hbo,S14_D24 hbo,212,3,trained,-2.2249668642002383e-08
A,hbr,S14_D24 hbr,212,1,trained,-1.3310169342846133e-08
A,hbr,S14_D24 hbr,212,3,trained,-2.3661865460505248e-08
AV,hbr,S14_D24 hbr,212,1,trained,-3.677433090856269e-08
AV,hbr,S14_D24 hbr,212,3,trained,-5.770497373411761e-08
V,hbr,S14_D24 hbr,212,1,trained,-1.6405197371171257e-08
V,hbr,S14_D24 hbr,212,3,trained,-4.150303601945948e-08
W,hbr,S14_D24 hbr,212,1,trained,-1.10476101656799e-08
W,hbr,S14_D24 hbr,212,3,trained,-6.69063736651962e-09
constant,hbr,S14_D24 hbr,212,1,trained,5.011905280051643e-09
constant,hbr,S14_D24 hbr,212,3,trained,1.660097350292363e-09
A,hbo,S14_D26 hbo,212,1,trained,-6.575258745167993e-08
A,hbo,S14_D26 hbo,212,3,trained,1.182497812346778e-07
AV,hbo,S14_D26 hbo,212,1,trained,1.3551512684549552e-07
AV,hbo,S14_D26 hbo,212,3,trained,7.583725236831045e-08
V,hbo,S14_D26 hbo,212,1,trained,2.2290307297256454e-07
V,hbo,S14_D26 hbo,212,3,trained,1.7498624624174405e-07
W,hbo,S14_D26 hbo,212,1,trained,7.177122148365092e-08
W,hbo,S14_D26 hbo,212,3,trained,5.0765275279237006e-09
constant,hbo,S14_D26 hbo,212,1,trained,-1.723188233148416e-08
constant,hbo,S14_D26 hbo,212,3,trained,-3.449229465429246e-08
A,hbr,S14_D26 hbr,212,1,trained,-5.465103987456692e-08
A,hbr,S14_D26 hbr,212,3,trained,-2.7463887125463487e-08
AV,hbr,S14_D26 hbr,212,1,trained,-9.602967412179021e-08
AV,hbr,S14_D26 hbr,212,3,trained,-1.0245516711983216e-07
V,hbr,S14_D26 hbr,212,1,trained,-6.10864152247636e-08
V,hbr,S14_D26 hbr,212,3,trained,-8.016648188014953e-08
W,hbr,S14_D26 hbr,212,1,trained,-3.6838185337703564e-08
W,hbr,S14_D26 hbr,212,3,trained,5.29859035667871e-09
constant,hbr,S14_D26 hbr,212,1,trained,1.4245206938599792e-08
constant,hbr,S14_D26 hbr,212,3,trained,5.756179435674015e-09
A,hbo,S15_D11 hbo,212,1,trained,-1.2475038975697496e-07
A,hbo,S15_D11 hbo,212,3,trained,2.3438436539929004e-08
AV,hbo,S15_D11 hbo,212,1,trained,-1.6868656665804094e-08
AV,hbo,S15_D11 hbo,212,3,trained,-4.9407855034209105e-08
V,hbo,S15_D11 hbo,212,1,trained,4.133617433784475e-08
V,hbo,S15_D11 hbo,212,3,trained,-4.768787290686554e-08
W,hbo,S15_D11 hbo,212,1,trained,-2.4261854902277735e-08
W,hbo,S15_D11 hbo,212,3,trained,-6.943671491975553e-08
constant,hbo,S15_D11 hbo,212,1,trained,1.073010966257069e-08
constant,hbo,S15_D11 hbo,212,3,trained,1.3975338400514552e-08
A,hbr,S15_D11 hbr,212,1,trained,3.0523093439443993e-09
A,hbr,S15_D11 hbr,212,3,trained,-4.336780783358151e-09
AV,hbr,S15_D11 hbr,212,1,trained,-2.3085270404393115e-08
AV,hbr,S15_D11 hbr,212,3,trained,-2.28201340060075e-08
V,hbr,S15_D11 hbr,212,1,trained,7.902147858393844e-09
V,hbr,S15_D11 hbr,212,3,trained,-3.9133192037741676e-08
W,hbr,S15_D11 hbr,212,1,trained,-5.536713621796257e-09
W,hbr,S15_D11 hbr,212,3,trained,-1.9875419953065143e-08
constant,hbr,S15_D11 hbr,212,1,trained,1.273503261004705e-09
constant,hbr,S15_D11 hbr,212,3,trained,7.756710745635303e-09
A,hbo,S15_D14 hbo,212,1,trained,5.607349122689e-08
A,hbo,S15_D14 hbo,212,3,trained,1.9988889360285302e-07
AV,hbo,S15_D14 hbo,212,1,trained,1.7829710642500464e-07
AV,hbo,S15_D14 hbo,212,3,trained,1.0800170417920642e-07
V,hbo,S15_D14 hbo,212,1,trained,2.2119977645574942e-07
V,hbo,S15_D14 hbo,212,3,trained,1.290701884554116e-07
W,hbo,S15_D14 hbo,212,1,trained,2.5251267976041744e-08
W,hbo,S15_D14 hbo,212,3,trained,7.079702936521906e-08
constant,hbo,S15_D14 hbo,212,1,trained,-2.2398788716852552e-08
constant,hbo,S15_D14 hbo,212,3,trained,-6.661964073977874e-08
A,hbr,S15_D14 hbr,212,1,trained,-3.677227910170269e-08
A,hbr,S15_D14 hbr,212,3,trained,6.79965415521285e-08
AV,hbr,S15_D14 hbr,212,1,trained,-1.0992412415120119e-07
AV,hbr,S15_D14 hbr,212,3,trained,-6.493782012833325e-09
V,hbr,S15_D14 hbr,212,1,trained,-4.128657270275482e-08
V,hbr,S15_D14 hbr,212,3,trained,-7.606590052711206e-09
W,hbr,S15_D14 hbr,212,1,trained,-1.6360723509477987e-08
W,hbr,S15_D14 hbr,212,3,trained,1.4599948054453606e-08
constant,hbr,S15_D14 hbr,212,1,trained,1.1607225274528647e-08
constant,hbr,S15_D14 hbr,212,3,trained,-2.7473646549036454e-08
A,hbo,S15_D25 hbo,212,1,trained,-1.6060752154449177e-07
A,hbo,S15_D25 hbo,212,3,trained,6.245994133802702e-08
AV,hbo,S15_D25 hbo,212,1,trained,-2.585154625383325e-08
AV,hbo,S15_D25 hbo,212,3,trained,4.6075556196137274e-09
V,hbo,S15_D25 hbo,212,1,trained,6.092272631932124e-08
V,hbo,S15_D25 hbo,212,3,trained,1.8640647045333946e-08
W,hbo,S15_D25 hbo,212,1,trained,-5.6052449086576136e-08
W,hbo,S15_D25 hbo,212,3,trained,-7.444193520513705e-08
constant,hbo,S15_D25 hbo,212,1,trained,1.3825145411925403e-08
constant,hbo,S15_D25 hbo,212,3,trained,-1.2385716296253229e-08
A,hbr,S15_D25 hbr,212,1,trained,-8.346622476581184e-09
A,hbr,S15_D25 hbr,212,3,trained,3.558258743263123e-08
AV,hbr,S15_D25 hbr,212,1,trained,-4.761313429493849e-08
AV,hbr,S15_D25 hbr,212,3,trained,-7.063037557411065e-09
V,hbr,S15_D25 hbr,212,1,trained,-1.7282670405248846e-08
V,hbr,S15_D25 hbr,212,3,trained,-6.876344272114514e-11
W,hbr,S15_D25 hbr,212,1,trained,-9.594639303769987e-09
W,hbr,S15_D25 hbr,212,3,trained,2.7569614025922938e-08
constant,hbr,S15_D25 hbr,212,1,trained,5.8836404875233465e-09
constant,hbr,S15_D25 hbr,212,3,trained,-1.9345908123220444e-08
A,hbo,S16_D14 hbo,212,1,trained,-9.135489200795825e-08
A,hbo,S16_D14 hbo,212,3,trained,3.857967904777715e-08
AV,hbo,S16_D14 hbo,212,1,trained,2.9806268912727885e-08
AV,hbo,S16_D14 hbo,212,3,trained,-1.9710935352163258e-08
V,hbo,S16_D14 hbo,212,1,trained,8.042681881723098e-08
V,hbo,S16_D14 hbo,212,3,trained,-1.4353273766508715e-08
W,hbo,S16_D14 hbo,212,1,trained,1.2724219942590985e-08
W,hbo,S16_D14 hbo,212,3,trained,-4.6748500851043334e-08
constant,hbo,S16_D14 hbo,212,1,trained,-6.3441011931912725e-09
constant,hbo,S16_D14 hbo,212,3,trained,-2.401305117434614e-09
A,hbr,S16_D14 hbr,212,1,trained,2.1359518412421718e-08
A,hbr,S16_D14 hbr,212,3,trained,1.0628913367200237e-08
AV,hbr,S16_D14 hbr,212,1,trained,-1.9991530940923274e-08
AV,hbr,S16_D14 hbr,212,3,trained,-1.588876675600423e-08
V,hbr,S16_D14 hbr,212,1,trained,1.8801174693308127e-08
V,hbr,S16_D14 hbr,212,3,trained,-1.107838537297862e-08
W,hbr,S16_D14 hbr,212,1,trained,4.592410134881885e-08
W,hbr,S16_D14 hbr,212,3,trained,-1.422112951697803e-08
constant,hbr,S16_D14 hbr,212,1,trained,-7.542751362495218e-09
constant,hbr,S16_D14 hbr,212,3,trained,6.200135225394669e-09
A,hbo,S16_D25 hbo,212,1,trained,-8.996987027227008e-08
A,hbo,S16_D25 hbo,212,3,trained,8.762047591142503e-08
AV,hbo,S16_D25 hbo,212,1,trained,2.1232975957959996e-08
AV,hbo,S16_D25 hbo,212,3,trained,9.284441863576098e-08
V,hbo,S16_D25 hbo,212,1,trained,1.296680875692401e-07
V,hbo,S16_D25 hbo,212,3,trained,1.4341695068162882e-07
W,hbo,S16_D25 hbo,212,1,trained,-7.404927531784155e-08
W,hbo,S16_D25 hbo,212,3,trained,-6.572743070199043e-08
constant,hbo,S16_D25 hbo,212,1,trained,7.828211154343048e-09
constant,hbo,S16_D25 hbo,212,3,trained,-1.2123645650737524e-08
A,hbr,S16_D25 hbr,212,1,trained,-1.7920359430456767e-08
A,hbr,S16_D25 hbr,212,3,trained,8.4296651677446e-09
AV,hbr,S16_D25 hbr,212,1,trained,-5.2475296746394296e-08
AV,hbr,S16_D25 hbr,212,3,trained,-6.447409301724025e-08
V,hbr,S16_D25 hbr,212,1,trained,-1.790698588305777e-08
V,hbr,S16_D25 hbr,212,3,trained,-8.323481029720551e-08
W,hbr,S16_D25 hbr,212,1,trained,-4.20691937626646e-09
W,hbr,S16_D25 hbr,212,3,trained,-2.9011049901891205e-08
constant,hbr,S16_D25 hbr,212,1,trained,8.269074942615771e-09
constant,hbr,S16_D25 hbr,212,3,trained,8.139805775658948e-09
A,hbo,S16_D26 hbo,212,1,trained,-3.4183987175259497e-09
A,hbo,S16_D26 hbo,212,3,trained,1.0966159893153347e-07
AV,hbo,S16_D26 hbo,212,1,trained,1.6310589975774883e-07
AV,hbo,S16_D26 hbo,212,3,trained,1.0111652382648285e-07
V,hbo,S16_D26 hbo,212,1,trained,2.6141106581427544e-07
V,hbo,S16_D26 hbo,212,3,trained,1.6335733105328195e-07
W,hbo,S16_D26 hbo,212,1,trained,8.816796762389952e-08
W,hbo,S16_D26 hbo,212,3,trained,2.926538719577078e-08
constant,hbo,S16_D26 hbo,212,1,trained,-2.9391897771936217e-08
constant,hbo,S16_D26 hbo,212,3,trained,-3.4247572319528944e-08
A,hbr,S16_D26 hbr,212,1,trained,-4.5844476031598646e-08
A,hbr,S16_D26 hbr,212,3,trained,2.1646226036375974e-09
AV,hbr,S16_D26 hbr,212,1,trained,-6.98569707622069e-08
AV,hbr,S16_D26 hbr,212,3,trained,-5.220829523606115e-08
V,hbr,S16_D26 hbr,212,1,trained,-3.4241758712012036e-08
V,hbr,S16_D26 hbr,212,3,trained,-6.595027296679683e-08
W,hbr,S16_D26 hbr,212,1,trained,-3.2775175720322596e-08
W,hbr,S16_D26 hbr,212,3,trained,-3.435891174667109e-08
constant,hbr,S16_D26 hbr,212,1,trained,1.181981598030355e-08
constant,hbr,S16_D26 hbr,212,3,trained,4.008412611983889e-09
A,hbo,S16_D27 hbo,212,1,trained,-9.274879968783818e-08
A,hbo,S16_D27 hbo,212,3,trained,2.8323691733450878e-08
AV,hbo,S16_D27 hbo,212,1,trained,2.6094439060290293e-08
AV,hbo,S16_D27 hbo,212,3,trained,-6.609345494909781e-08
V,hbo,S16_D27 hbo,212,1,trained,8.564263057167307e-08
V,hbo,S16_D27 hbo,212,3,trained,1.318087315327664e-08
W,hbo,S16_D27 hbo,212,1,trained,-1.611108421146011e-08
W,hbo,S16_D27 hbo,212,3,trained,-5.509266741752904e-08
constant,hbo,S16_D27 hbo,212,1,trained,-4.411392806021736e-09
constant,hbo,S16_D27 hbo,212,3,trained,-9.790054497545836e-09
A,hbr,S16_D27 hbr,212,1,trained,3.096887574675785e-08
A,hbr,S16_D27 hbr,212,3,trained,3.183022130336799e-08
AV,hbr,S16_D27 hbr,212,1,trained,-6.794741205954652e-09
AV,hbr,S16_D27 hbr,212,3,trained,3.248054871775518e-08
V,hbr,S16_D27 hbr,212,1,trained,1.6973823707921295e-08
V,hbr,S16_D27 hbr,212,3,trained,1.3339574260949222e-08
W,hbr,S16_D27 hbr,212,1,trained,9.75841705360467e-09
W,hbr,S16_D27 hbr,212,3,trained,1.5786672849686098e-09
constant,hbr,S16_D27 hbr,212,1,trained,-5.083162524594597e-09
constant,hbr,S16_D27 hbr,212,3,trained,-1.1960329521720104e-08
A,hbo,S17_D13 hbo,212,1,trained,-1.5985995014475413e-07
A,hbo,S17_D13 hbo,212,3,trained,2.4510227347582365e-07
AV,hbo,S17_D13 hbo,212,1,trained,-5.8772351146748803e-08
AV,hbo,S17_D13 hbo,212,3,trained,1.358444392081479e-07
V,hbo,S17_D13 hbo,212,1,trained,-3.1122031235413695e-08
V,hbo,S17_D13 hbo,212,3,trained,1.7814518805050636e-07
W,hbo,S17_D13 hbo,212,1,trained,-3.141249698037852e-08
W,hbo,S17_D13 hbo,212,3,trained,1.5523879891338293e-07
constant,hbo,S17_D13 hbo,212,1,trained,1.9430519812269795e-08
constant,hbo,S17_D13 hbo,212,3,trained,-1.3208432392222966e-07
A,hbr,S17_D13 hbr,212,1,trained,-2.7184340835835598e-08
A,hbr,S17_D13 hbr,212,3,trained,1.3075120348752792e-07
AV,hbr,S17_D13 hbr,212,1,trained,-3.2146928047388456e-08
AV,hbr,S17_D13 hbr,212,3,trained,7.96945043377554e-08
V,hbr,S17_D13 hbr,212,1,trained,-5.373234948413513e-09
V,hbr,S17_D13 hbr,212,3,trained,1.0918907585019352e-07
W,hbr,S17_D13 hbr,212,1,trained,-8.959549238300794e-09
W,hbr,S17_D13 hbr,212,3,trained,1.2293603217786947e-07
constant,hbr,S17_D13 hbr,212,1,trained,5.1510663166211345e-09
constant,hbr,S17_D13 hbr,212,3,trained,-7.31591386047019e-08
A,hbo,S17_D14 hbo,212,1,trained,2.7902222984421055e-08
A,hbo,S17_D14 hbo,212,3,trained,2.0646421295523978e-07
AV,hbo,S17_D14 hbo,212,1,trained,1.9379469736686864e-07
AV,hbo,S17_D14 hbo,212,3,trained,1.03959191001415e-07
V,hbo,S17_D14 hbo,212,1,trained,2.1457506937386956e-07
V,hbo,S17_D14 hbo,212,3,trained,9.198652852247794e-08
W,hbo,S17_D14 hbo,212,1,trained,1.304148439887043e-07
W,hbo,S17_D14 hbo,212,3,trained,5.8989331954953993e-08
constant,hbo,S17_D14 hbo,212,1,trained,-2.952336256919761e-08
constant,hbo,S17_D14 hbo,212,3,trained,-9.848334905867026e-08
A,hbr,S17_D14 hbr,212,1,trained,-2.3974644505994636e-08
A,hbr,S17_D14 hbr,212,3,trained,8.41988617273682e-08
AV,hbr,S17_D14 hbr,212,1,trained,-5.688607701247861e-08
AV,hbr,S17_D14 hbr,212,3,trained,4.489458764099325e-08
V,hbr,S17_D14 hbr,212,1,trained,-2.0295646203533214e-08
V,hbr,S17_D14 hbr,212,3,trained,6.032608261025348e-08
W,hbr,S17_D14 hbr,212,1,trained,-2.8259413162806278e-08
W,hbr,S17_D14 hbr,212,3,trained,3.943707977871375e-08
constant,hbr,S17_D14 hbr,212,1,trained,7.313565733322499e-09
constant,hbr,S17_D14 hbr,212,3,trained,-5.2790559876663153e-08
A,hbo,S17_D27 hbo,212,1,trained,-2.127307940640404e-07
A,hbo,S17_D27 hbo,212,3,trained,1.8267897668555722e-07
AV,hbo,S17_D27 hbo,212,1,trained,-1.2417454460880691e-07
AV,hbo,S17_D27 hbo,212,3,trained,2.1225494248962326e-07
V,hbo,S17_D27 hbo,212,1,trained,-4.9912701334893195e-08
V,hbo,S17_D27 hbo,212,3,trained,1.7837998349396937e-07
W,hbo,S17_D27 hbo,212,1,trained,-3.682779490788286e-08
W,hbo,S17_D27 hbo,212,3,trained,1.830457509928208e-07
constant,hbo,S17_D27 hbo,212,1,trained,2.8646466879935562e-08
constant,hbo,S17_D27 hbo,212,3,trained,-1.3259115556383575e-07
A,hbr,S17_D27 hbr,212,1,trained,-2.2106289312837242e-08
A,hbr,S17_D27 hbr,212,3,trained,8.792929395652695e-08
AV,hbr,S17_D27 hbr,212,1,trained,-9.645696216584104e-09
AV,hbr,S17_D27 hbr,212,3,trained,6.340403949431063e-08
V,hbr,S17_D27 hbr,212,1,trained,1.991401960920983e-08
V,hbr,S17_D27 hbr,212,3,trained,5.1535936398356986e-08
W,hbr,S17_D27 hbr,212,1,trained,3.746034451094871e-08
W,hbr,S17_D27 hbr,212,3,trained,8.584715954445124e-08
constant,hbr,S17_D27 hbr,212,1,trained,-1.4058950273219817e-09
constant,hbr,S17_D27 hbr,212,3,trained,-4.331112490776575e-08
A,hbo,S18_D26 hbo,212,1,trained,-4.452290182063283e-08
A,hbo,S18_D26 hbo,212,3,trained,1.3549641739665486e-08
AV,hbo,S18_D26 hbo,212,1,trained,8.449241257068524e-08
AV,hbo,S18_D26 hbo,212,3,trained,-6.643529694284659e-08
V,hbo,S18_D26 hbo,212,1,trained,1.310744979303682e-07
V,hbo,S18_D26 hbo,212,3,trained,1.5408689476012263e-08
W,hbo,S18_D26 hbo,212,1,trained,1.2781151193640524e-08
W,hbo,S18_D26 hbo,212,3,trained,-5.746131539059059e-08
constant,hbo,S18_D26 hbo,212,1,trained,-8.365909983603918e-09
constant,hbo,S18_D26 hbo,212,3,trained,-4.839190906090074e-09
A,hbr,S18_D26 hbr,212,1,trained,-1.7135729171463508e-08
A,hbr,S18_D26 hbr,212,3,trained,-4.386566801031664e-09
AV,hbr,S18_D26 hbr,212,1,trained,-4.466228828794437e-08
AV,hbr,S18_D26 hbr,212,3,trained,-3.1631228162001735e-08
V,hbr,S18_D26 hbr,212,1,trained,-2.1256514540970337e-08
V,hbr,S18_D26 hbr,212,3,trained,-1.1934248332372924e-08
W,hbr,S18_D26 hbr,212,1,trained,-3.813551186919256e-08
W,hbr,S18_D26 hbr,212,3,trained,-1.6743910486613704e-08
constant,hbr,S18_D26 hbr,212,1,trained,6.967485047822839e-09
constant,hbr,S18_D26 hbr,212,3,trained,2.6030335528551605e-10
A,hbo,S18_D27 hbo,212,1,trained,-1.5307718393864516e-07
A,hbo,S18_D27 hbo,212,3,trained,-1.2861549673297098e-08
AV,hbo,S18_D27 hbo,212,1,trained,-6.707164387205783e-08
AV,hbo,S18_D27 hbo,212,3,trained,-1.4118142443581285e-07
V,hbo,S18_D27 hbo,212,1,trained,-1.7383950992044838e-08
V,hbo,S18_D27 hbo,212,3,trained,-5.653725998132318e-08
W,hbo,S18_D27 hbo,212,1,trained,-6.525923774896586e-08
W,hbo,S18_D27 hbo,212,3,trained,-8.812658528331468e-08
constant,hbo,S18_D27 hbo,212,1,trained,2.0626597443146228e-08
constant,hbo,S18_D27 hbo,212,3,trained,-7.827759454694243e-10
A,hbr,S18_D27 hbr,212,1,trained,1.0261127877411899e-08
A,hbr,S18_D27 hbr,212,3,trained,2.041567566538694e-08
AV,hbr,S18_D27 hbr,212,1,trained,3.838312367389283e-09
AV,hbr,S18_D27 hbr,212,3,trained,1.4644892421427279e-08
V,hbr,S18_D27 hbr,212,1,trained,2.0481622144926698e-08
V,hbr,S18_D27 hbr,212,3,trained,2.7316207147044454e-08
W,hbr,S18_D27 hbr,212,1,trained,6.794610035958074e-09
W,hbr,S18_D27 hbr,212,3,trained,-1.2253488871618213e-08
constant,hbr,S18_D27 hbr,212,1,trained,-1.7466069483411318e-09
constant,hbr,S18_D27 hbr,212,3,trained,-1.3949733589259275e-08
A,hbo,S19_D4 hbo,212,1,trained,-4.410806886107466e-08
A,hbo,S19_D4 hbo,212,3,trained,2.0697421563425576e-08
AV,hbo,S19_D4 hbo,212,1,trained,8.491050055610402e-09
AV,hbo,S19_D4 hbo,212,3,trained,-2.5730835244175386e-08
V,hbo,S19_D4 hbo,212,1,trained,-1.9602589139464397e-08
V,hbo,S19_D4 hbo,212,3,trained,1.4600661236218787e-08
W,hbo,S19_D4 hbo,212,1,trained,-3.1010257354296534e-08
W,hbo,S19_D4 hbo,212,3,trained,-8.92436572733775e-08
constant,hbo,S19_D4 hbo,212,1,trained,5.5658148733017115e-09
constant,hbo,S19_D4 hbo,212,3,trained,1.0350929714017608e-08
A,hbr,S19_D4 hbr,212,1,trained,-4.077566306163392e-08
A,hbr,S19_D4 hbr,212,3,trained,-7.497203817081528e-08
AV,hbr,S19_D4 hbr,212,1,trained,-7.316996386497857e-08
AV,hbr,S19_D4 hbr,212,3,trained,-1.0461428153532101e-07
V,hbr,S19_D4 hbr,212,1,trained,-1.1201608529877476e-07
V,hbr,S19_D4 hbr,212,3,trained,-9.561830793175703e-08
W,hbr,S19_D4 hbr,212,1,trained,-1.7743962100856284e-09
W,hbr,S19_D4 hbr,212,3,trained,-1.5239933338642166e-08
constant,hbr,S19_D4 hbr,212,1,trained,1.4898298514897117e-08
constant,hbr,S19_D4 hbr,212,3,trained,1.9263540763961794e-08
A,hbo,S19_D6 hbo,212,1,trained,-3.412022643996834e-08
A,hbo,S19_D6 hbo,212,3,trained,5.159915505445252e-08
AV,hbo,S19_D6 hbo,212,1,trained,5.126249207480634e-08
AV,hbo,S19_D6 hbo,212,3,trained,3.410867786009022e-08
V,hbo,S19_D6 hbo,212,1,trained,3.371754087674052e-08
V,hbo,S19_D6 hbo,212,3,trained,2.3651091440914302e-08
W,hbo,S19_D6 hbo,212,1,trained,-4.95582044577511e-09
W,hbo,S19_D6 hbo,212,3,trained,2.0948641956626996e-09
constant,hbo,S19_D6 hbo,212,1,trained,-8.341803410853453e-10
constant,hbo,S19_D6 hbo,212,3,trained,-5.375472915976818e-09
A,hbr,S19_D6 hbr,212,1,trained,-2.4211606592557772e-08
A,hbr,S19_D6 hbr,212,3,trained,-4.354169698517128e-08
AV,hbr,S19_D6 hbr,212,1,trained,-2.7363588427222806e-08
AV,hbr,S19_D6 hbr,212,3,trained,-6.241983983832179e-08
V,hbr,S19_D6 hbr,212,1,trained,-3.543679653695303e-08
V,hbr,S19_D6 hbr,212,3,trained,-3.5293987883000855e-08
W,hbr,S19_D6 hbr,212,1,trained,6.3770427355102005e-09
W,hbr,S19_D6 hbr,212,3,trained,5.213926216493323e-10
constant,hbr,S19_D6 hbr,212,1,trained,6.1987557098693745e-09
